ward,Precinct,Register Voters,Ballots Cast,Turnout %
42,25,470,84,17.87%
42,26,518,144,27.80%
42,27,484,96,19.83%
42,28,470,105,22.34%
42,29,554,100,18.05%
42,30,402,55,13.68%
42,31,665,63,9.47%
42,32,453,74,16.34%
42,33,485,139,28.66%
42,34,440,67,15.23%
42,35,386,101,26.17%
42,36,495,45,9.09%
42,37,472,74,15.68%
42,38,409,57,13.94%
42,39,309,55,17.80%
42,40,480,91,18.96%
42,41,1031,99,9.60%
42,42,822,107,13.02%
42,43,458,106,23.14%
42,44,452,63,13.94%
42,45,571,75,13.13%
42,46,662,58,8.76%
42,47,251,65,25.90%
42,48,445,60,13.48%
42,49,180,27,15.00%
42,50,882,131,14.85%
42,51,1022,176,17.22%
42,52,257,67,26.07%
42,53,641,130,20.28%
42,54,357,56,15.69%
42,55,631,77,12.20%
42,56,780,79,10.13%
42,57,574,67,11.67%
42,58,529,31,5.86%
42,59,941,61,6.48%
42,60,297,45,15.15%
42,61,415,47,11.33%
42,62,314,55,17.52%
42,63,419,124,29.59%
42,64,200,38,19.00%
42,65,733,101,13.78%
42,66,513,63,12.28%
42,67,1278,99,7.75%
42,Total,"38,507","5,911",15.35%
42,,,,
43,WARD 43,,,
43,Precinct,Register Voters,Ballots Cast,Turnout %
43,1,690,121,17.54%
43,2,586,64,10.92%
43,3,587,97,16.52%
43,4,695,107,15.40%
43,5,554,66,11.91%
43,6,1012,120,11.86%
43,7,784,121,15.43%
43,8,659,134,20.33%
43,9,564,70,12.41%
43,10,573,75,13.09%
43,11,431,64,14.85%
43,12,600,108,18.00%
43,13,533,82,15.38%
43,14,394,91,23.10%
43,15,439,73,16.63%
43,16,506,70,13.83%
43,17,1064,131,12.31%
43,18,565,104,18.41%
43,19,630,112,17.78%
43,20,773,114,14.75%
43,21,483,86,17.81%
43,22,551,57,10.34%
43,23,409,71,17.36%
43,24,545,90,16.51%
43,25,546,94,17.22%
43,26,382,76,19.90%
43,27,388,66,17.01%
43,28,643,99,15.40%
43,29,484,61,12.60%
43,30,990,88,8.89%
43,31,434,45,10.37%
43,32,477,89,18.66%
43,33,514,47,9.14%
43,34,290,28,9.66%
43,35,833,107,12.85%
43,36,428,73,17.06%
43,37,964,90,9.34%
43,38,456,34,7.46%
43,39,765,117,15.29%
43,40,387,93,24.03%
43,41,329,40,12.16%
43,42,550,35,6.36%
43,43,611,48,7.86%
43,44,636,70,11.01%
43,45,852,88,10.33%
43,46,622,97,15.59%
43,47,790,126,15.95%
43,48,470,63,13.40%
43,49,505,77,15.25%
43,50,420,57,13.57%
43,51,587,128,21.81%
43,Total,"29,980","4,264",14.22%
43,,,,
44,WARD 44,,,
44,Precinct,Register Voters,Ballots Cast,Turnout %
44,1,416,93,22.36%
44,2,352,68,19.32%
44,3,426,130,30.52%
44,4,482,150,31.12%
44,5,624,102,16.35%
44,6,602,64,10.63%
44,7,538,98,18.22%
44,8,696,77,11.06%
44,9,515,48,9.32%
44,10,554,37,6.68%
44,11,607,68,11.20%
44,12,795,127,15.97%
44,13,403,47,11.66%
44,14,558,70,12.54%
44,15,661,114,17.25%
44,16,652,64,9.82%
44,17,558,118,21.15%
44,18,459,37,8.06%
44,19,699,128,18.31%
44,20,688,67,9.74%
44,21,697,69,9.90%
44,22,513,114,22.22%
44,23,542,62,11.44%
44,24,734,161,21.93%
44,25,624,60,9.62%
44,26,476,69,14.50%
44,27,719,83,11.54%
44,28,478,49,10.25%
44,29,701,70,9.99%
44,30,510,67,13.14%
44,31,651,70,10.75%
44,32,540,47,8.70%
44,33,589,84,14.26%
44,34,322,53,16.46%
44,35,759,183,24.11%
44,36,652,54,8.28%
44,37,672,101,15.03%
44,38,657,56,8.52%
44,39,661,57,8.62%
44,40,601,67,11.15%
44,41,637,118,18.52%
44,42,735,116,15.78%
44,43,728,62,8.52%
44,44,598,100,16.72%
44,45,684,74,10.82%
44,46,525,49,9.33%
44,47,874,107,12.24%
44,Total,"28,164","3,909",13.88%
44,,,,
45,WARD 45,,,
45,Precinct,Register Voters,Ballots Cast,Turnout %
45,1,538,142,26.39%
45,2,660,113,17.12%
45,3,563,149,26.47%
45,4,671,108,16.10%
45,5,581,103,17.73%
45,6,587,102,17.38%
45,7,638,95,14.89%
45,8,483,87,18.01%
45,9,600,128,21.33%
45,10,744,106,14.25%
45,11,580,97,16.72%
45,12,587,117,19.93%
45,13,656,136,20.73%
45,14,666,113,16.97%
45,15,615,99,16.10%
45,16,551,114,20.69%
45,17,457,68,14.88%
45,18,482,129,26.76%
45,19,548,123,22.45%
45,20,563,99,17.58%
45,21,559,94,16.82%
45,22,569,72,12.65%
45,23,569,131,23.02%
45,24,699,109,15.59%
45,25,627,110,17.54%
45,26,590,118,20.00%
45,27,516,89,17.25%
45,28,564,124,21.99%
45,29,626,109,17.41%
45,30,524,105,20.04%
45,31,663,129,19.46%
45,32,467,51,10.92%
45,33,513,92,17.93%
45,34,511,88,17.22%
45,35,557,117,21.01%
45,36,466,108,23.18%
45,37,701,111,15.83%
45,38,667,116,17.39%
45,39,631,137,21.71%
45,40,605,142,23.47%
45,41,454,75,16.52%
45,42,476,101,21.22%
45,43,533,70,13.13%
45,44,563,106,18.83%
45,45,520,92,17.69%
45,46,586,137,23.38%
45,47,594,87,14.65%
45,48,569,129,22.67%
45,49,497,110,22.13%
45,50,579,94,16.23%
45,51,592,100,16.89%
45,52,546,100,18.32%
45,53,472,70,14.83%
45,Total,"30,375","5,651",18.60%
45,,,,
46,WARD 46,,,
46,Precinct,Register Voters,Ballots Cast,Turnout %
46,1,716,214,29.89%
46,2,526,88,16.73%
46,3,618,106,17.15%
46,4,534,79,14.79%
46,5,467,42,8.99%
46,6,740,110,14.86%
46,7,370,63,17.03%
46,8,698,133,19.05%
46,9,515,74,14.37%
46,10,464,52,11.21%
46,11,646,94,14.55%
46,12,611,105,17.18%
46,13,604,76,12.58%
46,14,463,59,12.74%
46,15,638,105,16.46%
46,16,508,86,16.93%
46,17,640,154,24.06%
46,18,881,168,19.07%
46,19,662,104,15.71%
46,20,769,115,14.95%
46,21,301,22,7.31%
46,22,608,135,22.20%
46,23,371,97,26.15%
46,24,562,40,7.12%
46,25,782,121,15.47%
46,26,720,85,11.81%
46,27,679,104,15.32%
46,28,695,105,15.11%
46,29,393,95,24.17%
46,30,577,108,18.72%
46,31,542,122,22.51%
46,32,653,103,15.77%
46,33,672,105,15.63%
46,34,485,112,23.09%
46,35,680,126,18.53%
46,36,507,99,19.53%
46,37,478,99,20.71%
46,38,608,104,17.11%
46,39,632,144,22.78%
46,40,468,80,17.09%
46,41,697,105,15.06%
46,42,635,122,19.21%
46,43,604,123,20.36%
46,44,525,94,17.90%
46,45,606,87,14.36%
46,Total,"26,550","4,564",17.19%
46,,,,
47,WARD 47,,,
47,Precinct,Register Voters,Ballots Cast,Turnout %
47,1,672,74,11.01%
47,2,430,88,20.47%
47,3,748,170,22.73%
47,4,517,94,18.18%
47,5,615,88,14.31%
47,6,610,100,16.39%
47,7,588,90,15.31%
47,8,736,89,12.09%
47,9,450,61,13.56%
47,10,413,54,13.08%
47,11,928,142,15.30%
47,12,588,70,11.90%
47,13,653,127,19.45%
47,14,464,68,14.66%
47,15,708,91,12.85%
47,16,562,96,17.08%
47,17,608,68,11.18%
47,18,643,83,12.91%
47,19,612,136,22.22%
47,20,738,91,12.33%
47,21,557,93,16.70%
47,22,517,80,15.47%
47,23,272,51,18.75%
47,24,690,65,9.42%
47,25,793,90,11.35%
47,26,916,109,11.90%
47,27,620,50,8.06%
47,28,694,97,13.98%
47,29,753,89,11.82%
47,30,657,101,15.37%
47,31,619,88,14.22%
47,32,665,84,12.63%
47,33,518,85,16.41%
47,34,754,98,13.00%
47,35,850,92,10.82%
47,36,883,117,13.25%
47,37,735,114,15.51%
47,38,647,83,12.83%
47,39,580,89,15.34%
47,40,577,55,9.53%
47,41,908,127,13.99%
47,42,503,59,11.73%
47,43,814,104,12.78%
47,44,651,102,15.67%
47,45,584,96,16.44%
47,46,510,48,9.41%
47,47,517,66,12.77%
47,48,71,38,53.52%
47,49,367,47,12.81%
47,50,623,60,9.63%
47,Total,"31,128","4,357",14.00%
47,,,,
48,WARD 48,,,
48,Precinct,Register Voters,Ballots Cast,Turnout %
48,1,585,92,15.73%
48,2,404,108,26.73%
48,3,784,160,20.41%
48,4,717,110,15.34%
48,5,384,132,34.38%
48,6,681,135,19.82%
48,7,422,88,20.85%
48,8,411,81,19.71%
48,9,466,116,24.89%
48,10,336,62,18.45%
48,11,542,152,28.04%
48,12,532,89,16.73%
48,13,420,105,25.00%
48,14,600,135,22.50%
48,15,292,64,21.92%
48,16,456,96,21.05%
48,17,593,99,16.69%
48,18,430,92,21.40%
48,19,470,119,25.32%
48,20,324,96,29.63%
48,21,672,159,23.66%
48,22,534,186,34.83%
48,23,467,110,23.55%
48,24,291,70,24.05%
48,25,530,120,22.64%
48,26,539,113,20.96%
48,27,360,128,35.56%
48,28,368,132,35.87%
48,29,295,170,57.63%
48,30,474,126,26.58%
48,31,495,87,17.58%
48,32,376,80,21.28%
48,33,352,130,36.93%
48,34,694,113,16.28%
48,35,736,121,16.44%
48,36,377,118,31.30%
48,37,511,69,13.50%
48,38,496,166,33.47%
48,39,420,111,26.43%
48,40,463,80,17.28%
48,41,367,57,15.53%
48,42,433,106,24.48%
48,43,599,124,20.70%
48,44,637,131,20.57%
48,45,441,84,19.05%
48,46,739,141,19.08%
48,47,437,87,19.91%
48,48,516,115,22.29%
48,49,258,35,13.57%
48,50,500,130,26.00%
48,51,602,182,30.23%
48,52,476,83,17.44%
48,Total,"25,304","5,795",22.90%
48,,,,
49,WARD 49,,,
49,Precinct,Register Voters,Ballots Cast,Turnout %
49,1,543,124,22.84%
49,2,601,152,25.29%
49,3,363,105,28.93%
49,4,322,64,19.88%
49,5,484,150,30.99%
49,6,508,120,23.62%
49,7,867,204,23.53%
49,8,576,120,20.83%
49,9,351,96,27.35%
49,10,424,105,24.76%
49,11,431,106,24.59%
49,12,523,136,26.00%
49,13,551,173,31.40%
49,14,490,109,22.24%
49,15,597,104,17.42%
49,16,435,127,29.20%
49,17,135,20,14.81%
49,18,328,80,24.39%
49,19,884,180,20.36%
49,20,641,181,28.24%
49,21,535,101,18.88%
49,22,419,130,31.03%
49,23,427,96,22.48%
49,24,917,221,24.10%
49,25,505,131,25.94%
49,26,567,137,24.16%
49,27,702,132,18.80%
49,28,489,81,16.56%
49,29,590,132,22.37%
49,30,537,149,27.75%
49,31,424,119,28.07%
49,32,588,118,20.07%
49,33,402,98,24.38%
49,34,570,132,23.16%
49,35,521,130,24.95%
49,36,671,155,23.10%
49,37,761,156,20.50%
49,38,530,99,18.68%
49,Total,"20,209","4,773",23.62%
49,,,,
50,WARD 50,,,
50,Precinct,Register Voters,Ballots Cast,Turnout %
50,1,651,93,14.29%
50,2,725,98,13.52%
50,3,495,86,17.37%
50,4,603,85,14.10%
50,5,669,72,10.76%
50,6,341,100,29.33%
50,7,553,122,22.06%
50,8,588,40,6.80%
50,9,549,82,14.94%
50,10,563,58,10.30%
50,11,545,64,11.74%
50,12,285,80,28.07%
50,13,752,87,11.57%
50,14,214,52,24.30%
50,15,537,119,22.16%
50,16,212,62,29.25%
50,17,690,49,7.10%
50,18,484,81,16.74%
50,19,608,61,10.03%
50,20,551,88,15.97%
50,21,544,92,16.91%
50,22,700,61,8.71%
50,23,570,50,8.77%
50,24,716,73,10.20%
50,25,672,41,6.10%
50,26,594,49,8.25%
50,27,187,48,25.67%
50,28,582,117,20.10%
50,29,598,72,12.04%
50,30,516,78,15.12%
50,31,117,23,19.66%
50,32,623,74,11.88%
50,33,485,49,10.10%
50,34,608,79,12.99%
50,35,624,127,20.35%
50,36,518,80,15.44%
50,37,579,94,16.23%
50,38,242,84,34.71%
50,39,569,46,8.08%
50,40,680,65,9.56%
50,41,639,93,14.55%
50,42,464,86,18.53%
50,43,704,67,9.52%
50,44,527,47,8.92%
50,45,329,32,9.73%
50,Total,"24,002","3,306",13.77%
